,de,lb,nl,af,en,yi,fy,nn,sv,da,is,fo,lv,lt,pl,cs,sk,sl,bg,mk,be,uk,ru,la,pt,gl,es,ca,oc,fr,it,ro,ga,cy,br,gd,gv,sq,hy,el,sa,hi,ur,as,bn,fa,tg,ps,et,vro,liv,vot,fi,krl,vep,se,hu,tr,az,ba,mn,ka,xmf,lzz,sva,ar,mt,he,my,bo,ny,zu,id,ms,tl,ta,kn,ml,tcy,bfq,kfa,xub,yea,tcx,kfe,te,gon,kff,kxv,kfb,pci,gdb,brh,kru,mjt,ja,ko,vi,lo,th,za
kn,4.546582329235392,4.885506997411759,4.68063801278087,4.926543426543427,4.898009983214064,4.813619790703124,4.497067515817516,4.6812187812187815,4.600637746092292,4.511567892201696,4.437790851438812,4.539422105672106,4.443439893439893,4.448795544078563,4.586314365906203,4.282282994782995,4.403978703052776,4.322847883823496,4.341055399279083,4.228185163601831,4.163280081500422,4.321801441189195,4.483687769146953,4.185654407321075,4.2077713434924044,4.142459313735909,4.06366710212864,4.560353474364462,4.309973257195479,4.977666949316433,3.975734666217622,4.365884903384902,5.141790748933607,4.535227924685756,4.375880456349206,5.170490620490621,4.615688517831375,4.508596809936096,4.787279040404042,3.7999428701809657,4.02387181376543,4.692950507095245,4.4884366311195585,4.3309935940795325,4.3210397010397,4.527400448554295,4.352549591612093,4.7594049777383125,4.34993461753666,4.474649641741481,4.189845868417298,4.146198585994505,4.108784780978659,3.989635874329751,4.372771276342704,3.8052588769255453,4.715067137723389,4.632659972877365,4.398154226725655,4.788640076668247,4.6673289271115355,4.320240377203162,4.277118318189745,4.28885080339162,4.700530450275347,4.009997224997225,4.542443289034199,4.1847772110929995,4.954427074107926,4.624255027380028,3.634350502746729,4.395632373091389,3.732715535493313,3.9185997051381682,4.007299431337892,2.627822305245775,0.0,2.7512541171979947,2.8049755841397506,2.4420393525232234,2.3274808524808526,2.849271736710527,2.392590885632123,3.6178966774855135,2.9397317418475875,2.97949668795257,3.545040730244813,3.44494095756851,3.287744982290438,3.7442319302013187,4.280797405542304,4.1272285254428125,4.286552551114405,3.9694783391211956,3.4558459880788823,4.138294778138528,4.7397715464204815,4.942563226247435,4.631735052387227,4.770438016090189,4.813789109441285
ml,4.555505846194621,4.8886523088904035,4.7367190066169655,4.720347820347821,5.082296473367901,4.696121933621934,4.685833784271284,4.613093513093514,4.630325524643707,4.562866945261311,4.455744064192443,4.543013838013837,4.428325570062265,4.262993373010022,4.512890015313481,4.381718223905723,4.308834287837556,4.389362568325982,4.356542419139167,4.210906531739865,4.207603413535616,4.270113078531446,4.410460599491212,4.294799552299553,4.329152444996848,4.288839617828979,4.15579228463844,4.552973628935168,4.195630398408176,4.956936276781637,3.9344475915498647,4.4875546375546405,5.178861889026723,4.703119938963313,4.774256345166272,4.995804627471293,4.569807256235828,4.5742177465391745,4.80500437062937,4.019035616059425,3.9050928386034776,4.659244739178949,4.413622488622488,4.540297896547895,4.595368427868427,4.4285934151318775,4.11683068089318,4.463453830120497,4.322144861940782,4.46105903733455,4.494767675635022,4.356982869737971,4.234892148667659,4.184467913039342,4.487788317125054,4.033721772055105,4.7838713301948586,4.643311881355358,4.3113109856413425,4.729583679231568,4.778346472368212,4.350893646231124,4.291315048330353,4.335912177058637,4.6778732072249465,4.102127976190479,4.550023965933057,4.4324036343773185,5.061272622176877,4.62737574925075,4.030741899609824,4.889578636299948,4.065760062982285,4.126692787269708,4.117898234244388,2.0457671580120556,2.7512541171979947,0.0,2.883674256415853,2.8987799869678432,2.729798474501356,3.421735079576111,2.661470946007028,3.4435057439559253,3.1993222778534265,3.213444425652203,3.8220318230522325,3.7325613403869706,3.73921522921523,3.811723065016883,4.4053726602196,4.244751733527244,4.096619263656704,3.8841352908129614,3.9235612460102263,4.589547501110003,4.684749924494919,5.034087140929246,5.118879610727438,4.906276117673175,5.177665088534654
tcy,4.535755358586991,4.835117724893636,4.813440060506386,4.880904605904605,5.167308400216563,4.755277014652016,4.458812108030858,4.5648453648453655,4.688534865807594,4.612864678357636,4.3497410835796195,4.515666649526944,4.395913588175493,4.2203157429572515,4.302754327364961,4.2475086393260755,4.340650175396764,4.2787095962802,4.196612286605362,4.076668624585291,4.0901035479536825,4.189219091118931,4.351303098530543,4.253440223538262,4.131565328339521,3.999657891567184,3.7050142823566765,4.391124138376886,4.400000925000925,5.037119473747734,3.6255415169352334,4.283205424652792,5.22314511065319,4.508262854949603,4.714540063184364,5.113573525240192,4.673698873488789,4.633785559678417,4.653683323076705,3.8143489760031115,3.874473902540235,4.6596207337983655,4.413498628742532,4.575516237234987,4.373590385649209,4.34895271688258,4.155025762976131,4.4450178216844884,4.2170253249484935,4.359204865762488,4.42992761207047,4.099298830421279,3.9862551280918623,3.9189391107758453,4.388082485741549,3.8491889591889583,4.789908795078834,4.488812395334134,4.31990586298622,4.709131635187972,4.7205113726852845,4.270990545735444,4.163694327214735,4.246683418622195,4.502285483790588,4.066748910811411,4.299588038224402,4.396894698868383,4.982260676675568,4.58739134299796,3.6018833367889975,4.414887298493856,3.8510902677569336,4.065776815776815,4.093272859619013,3.2163331141647467,2.8049755841397506,2.883674256415853,0.0,2.9394126482836165,2.789007179628428,3.252512530241254,2.7531093527454957,3.605004086216572,3.354102784137298,3.3191443834838026,3.6269357760630605,3.5992722979967873,3.4350787091696184,3.7229110033956982,4.560929320112995,4.151448764566379,4.045620053587004,3.8341818803778605,3.7355232261069586,4.39814439645322,4.492680738292438,5.00768556005398,4.949116161616161,4.911316144604188,4.98513630089717
bfq,4.4727209767532345,4.922018919150067,4.683523525459007,4.769627825877825,5.038728983083821,4.894213167784597,4.818021763183054,4.77042165350989,4.634101392434726,4.452954922357908,4.4253894403087966,4.6017057017057015,4.461398855773854,4.375387862137861,4.394412430617863,4.252636832032438,4.329351096234214,4.32295179567907,4.1447136197136185,4.160494555949103,4.185902564458714,4.237474144732208,4.399960762057535,4.275397870103751,4.317647346340527,4.285091056286708,4.076763385193618,4.350513472315799,4.585708513708513,4.946151764901765,3.933308297340898,4.419628884417618,5.138938105317415,4.441595394759953,4.616371452621452,4.960255764906927,4.671960678210678,4.507134951002875,4.7472338350055745,3.8975942010416444,4.047837295280477,4.633478887930941,4.567162241552486,4.46913516590936,4.502497594997595,4.518654456654458,4.187463277463279,4.76302480588195,4.153396931622739,4.254097187161704,4.1672108357592235,4.094135494135494,3.96157802770706,3.896004652456267,4.25446256252708,3.705330264051194,4.788146407926627,4.770069450751269,4.480374709148294,4.8509095382229726,4.748230645323668,4.2832449509868855,4.261326740762223,4.42707098755486,4.514073516089644,4.001605339105338,4.393571772143201,4.290649859399859,4.975137378227267,4.568557531792826,3.83063875013875,4.62766166581956,4.191814319939319,4.000556200556201,4.061240426240428,2.747767569944989,2.4420393525232234,2.8987799869678432,2.9394126482836165,0.0,2.3000510900653217,3.062248211939862,2.610736269844429,3.1782002974702466,2.864660826733882,3.395749783107467,3.6693326685262164,3.455766547037894,3.5470604343245853,3.759012239254173,4.395041368428464,4.135686117944183,4.117527912628194,3.9132842217519634,3.641931271897316,4.189234668839932,4.524875217375219,4.800367379534045,4.98559095942817,4.927019224462405,4.92272069016255
kfa,4.502333833966487,4.789903967284921,4.6509976984466785,4.732344157344157,4.92967834319875,4.890870549203883,4.577497068903318,4.644987519987519,4.452482870664689,4.363169420563787,4.33808881028269,4.483599271099271,4.415914310557169,4.361016918092389,4.464951375155458,4.343632712773339,4.4184734332882485,4.374562970904435,4.137718385415752,4.19865520282187,4.077518079848589,4.33255007464191,4.431082363015138,4.260113852197187,4.2445801211930245,4.312062641849876,4.023294013678631,4.373528882594815,4.462087398198509,5.010238472867337,4.01059442451488,4.269863732363732,5.026338618646311,4.515477661561999,4.4819292252886,5.090689680689682,4.57205699062842,4.491521078128221,4.7403757700632685,3.9778638028638023,4.026587714885586,4.458203601953602,4.395576848625629,4.151217857663171,3.9858465608465603,4.4543372937603705,4.231037827912829,4.676984990318324,4.338172145315003,4.409313787119911,4.205696004675598,4.059680314017049,3.886652972877463,3.9541947848070307,4.348793978130714,3.905869069202403,4.550833136770636,4.622432599606512,4.39921204787276,4.6750020323963986,4.593788819875776,4.268304059885692,4.247606814953754,4.299187320615891,4.688426312916109,3.855742243867243,4.563454727091091,4.201728753702438,4.819058040068678,4.73640450984201,3.5670362656211716,4.301204260220653,3.9228946978946975,3.9802145148298993,4.405441190282819,2.419927903728924,2.3274808524808526,2.729798474501356,2.789007179628428,2.3000510900653217,0.0,2.647069205023966,1.3371637408477917,3.305233442860994,2.920991961553186,3.273290003647147,3.25564724391255,3.3321757749053664,3.236776758594941,3.5816885362203497,4.2901879299838495,3.937162922111901,4.2215061999855825,3.8244686719176513,3.5182761682761674,4.248532734626484,4.561271500367244,4.7937666427140115,4.7870765104460755,4.764611897764073,5.081390771064685
xub,4.614852575229226,4.87421207799359,4.871268808056023,4.914178539178539,4.918831092078943,4.933070170570172,4.5698765644078145,4.836282261282261,4.585309032668657,4.553231862034681,4.5588913747667785,4.610413105413105,4.55183322616796,4.382445070652617,4.531872650825232,4.410959107443481,4.499147543129023,4.391921408537262,4.202921370719152,4.37203305953306,4.337802357717612,4.4680505802054435,4.520784595056804,4.34571920960208,4.322103238493182,4.396804742330399,4.0962228194128665,4.634211075500667,4.253550564661675,5.069723217790227,4.147352868091504,4.459407988452105,5.025151008942218,4.6985474364992434,4.643561733405484,5.238260475716618,4.675706039991754,4.588398977015049,4.706069704692237,4.10482598633859,4.250263168825846,4.810987167072693,4.820135927757879,4.424770668210466,4.52084175084175,4.6673840589653866,4.425911105506694,4.869574067907402,4.459378140901804,4.6020502333993525,4.28536457956476,4.295685678665318,4.12086519721021,4.106121700656358,4.601454243649543,3.788324206657541,4.697246641942365,4.679044707305576,4.456100992261706,4.798851754661613,5.004724200919854,4.413903008931284,4.404644443524995,4.535730765832808,4.831058858424279,4.069199345062831,4.531517546624498,4.346227091621829,5.089276164143185,4.924489292813596,3.801207126207126,4.477048588933835,3.853177378177379,3.929901050432726,4.656896085940205,3.1071743434391124,2.849271736710527,3.421735079576111,3.252512530241254,3.062248211939862,2.647069205023966,0.0,2.783868007663929,3.643136792810609,3.261239864086266,3.622776090123029,3.5381486227524652,3.74010634556853,3.187740242838751,3.7964662627323755,4.351219482964681,4.030943963806317,4.386893964804819,4.1069075315774,3.6028795959381354,4.330458046855107,4.832073812885766,4.955065004654788,4.831874405787448,4.818029343844561,5.2276421042725385
yea,4.46864404209765,4.730040814564624,4.596312049920297,4.733465608465608,4.84812927622206,4.826977112393779,4.486378291847042,4.561371923871924,4.43082695082695,4.338246495567924,4.334843354711456,4.511493261916989,4.425657085903766,4.327164502164502,4.358305797867655,4.207591589696855,4.225742556055055,4.223907745204041,4.055906204906204,4.068230920314255,4.02225250802837,4.224199826519413,4.310409807832489,4.238287523961682,4.080073640127987,4.069590722516255,3.8552552848386172,4.313831307581306,4.250893139782029,4.813217106967106,3.9584063765098234,4.233142086224276,4.9668066060923195,4.3997431617913545,4.466902082802819,4.929911816578483,4.463954854669142,4.588087367178276,4.575106326422114,3.936364869698202,4.155977946403477,4.4159702889702865,4.314284834406785,4.1369694975163736,4.16438431938432,4.379943916482379,4.175011446886447,4.663322294988963,4.325498499209839,4.34550787128107,4.165697732965776,4.014945363914436,3.877992254023182,3.8710843852596435,4.411317605647503,3.9359880243213583,4.554909213593424,4.567699334978746,4.341413182776818,4.627604945914805,4.597570700904034,4.231006384343336,4.149307150466947,4.159990453418287,4.564880096656934,3.8832826104978,4.538182146136692,4.319075894075894,4.7877020828633725,4.559029859029859,3.6718410520297318,4.468433233433234,3.9552794427794424,3.91156967130993,4.302128629540395,2.4994603334809518,2.392590885632123,2.661470946007028,2.7531093527454957,2.610736269844429,1.3371637408477917,2.783868007663929,0.0,3.302148565096205,2.8832408216971435,3.2913236662354954,3.3861752508659717,3.4448839247808336,3.397022576189243,3.630715420284858,4.129102712865601,3.8254271215611437,4.26741188499001,3.861002342445642,3.5788478383687607,4.049062242258445,4.645955060471191,4.732806968445266,4.55554614467658,4.639885175874188,4.917657945918816
tcx,4.579450934552973,4.623671390338055,4.4330542190236075,4.777800202800203,4.864902642708765,4.588699494949494,4.577241161616161,4.430364225952461,4.444497463815645,4.669469847100337,4.43887930296994,4.4892286417286416,4.528873683635588,4.454823740201099,4.5593609159667166,4.396891279336132,4.4382739204634625,4.333606011197473,4.280851020324704,4.5489092175979415,4.280485314508247,4.465779201290904,4.499743244783762,4.259363437035007,4.226858739335021,4.402623815483638,4.05959381600946,4.484361411769298,4.453582220248887,4.8514394960877665,4.087559720063062,4.294766682266682,5.149413620567466,4.4433643350900605,4.5728411345598845,5.030923520923521,4.735951350237064,4.474750101089387,4.473968986147295,4.1266875981161695,4.4554407767173725,4.553206096878698,4.539640329382079,4.357028626755189,4.1290019240019245,4.336240276398646,4.053895063270063,4.781272307938974,4.439929678997807,4.468886343248586,4.339690708950912,4.350134219521975,4.2340873270720225,4.172884260264212,4.37127345443672,4.17579772079772,4.510458580771081,4.320712600603906,4.36671819660265,4.463555321829968,4.668289892474675,4.669997774334508,4.519190117772049,4.609025823116461,4.556670042309296,4.340821747696746,4.546021907385544,4.706854256854257,5.062290767742895,4.597757682132681,4.186932328677612,5.1071015050523245,4.222748003630357,4.081782683338114,4.446688034188034,3.4158264779438254,3.6178966774855135,3.4435057439559253,3.605004086216572,3.1782002974702466,3.305233442860994,3.643136792810609,3.302148565096205,0.0,3.3406428307341307,3.993318378800072,3.877961679177165,4.052823107264886,3.924356022765113,3.9173665436870717,4.1446258106972405,3.9643536202359733,4.141184021711694,4.1519425727333905,4.06723021876083,4.45926587097543,4.489231457598164,4.836449310922996,4.8808025911286785,4.779213328941592,4.818991093447615
kfe,4.5359487168160655,4.675011100011101,4.694471882992292,4.917662142662142,5.007017387374532,4.753760282926949,4.549720245032744,4.640083512142335,4.519171443035078,4.4582185926013596,4.413919498868477,4.448446830946831,4.347693444122015,4.43410740203193,4.601797203230274,4.400860971816853,4.547244672135739,4.414567055573152,4.258767402188456,4.428459426376094,4.422618436177758,4.443224476770395,4.505819633880859,4.326871477288143,4.300444161831857,4.412328250250652,4.013152544503544,4.635124546501404,4.498964512853402,5.136941436031794,4.133288712550076,4.400194475194477,5.152486402486403,4.521149800667871,4.480184832528583,5.090689742356409,4.759754689754691,4.735910518053375,4.711057764573391,4.033971143494952,4.318153713898393,4.754719184324446,4.7832374265301105,4.583669108669108,4.281965164465165,4.41285822021116,4.290518393643394,4.759863778197111,4.508704051050989,4.55435018496243,4.3409248348023874,4.29702242202242,4.1864267535185915,4.149296423531116,4.5298929811684925,4.307796154462821,4.538118536556036,4.5317019735498,4.3297332190451945,4.789598234316546,4.849083283865893,4.575332972016645,4.5953664066359154,4.592034449477426,4.6884839650145755,4.061291278166278,4.374319241364696,4.306034462613408,4.99011789038385,4.756272142209643,3.88517994060447,4.712552884274196,3.9160609966165527,3.9929144395490552,4.425619847988268,2.9427128710291974,2.9397317418475875,3.1993222778534265,3.354102784137298,2.864660826733882,2.920991961553186,3.261239864086266,2.8832408216971435,3.3406428307341307,0.0,3.52013389850393,3.707593936675571,3.5793321474443927,3.7090766304402685,3.6689687053554967,4.375815171223337,3.9921230413577353,4.258487187800409,4.135296166418615,3.8289952677707784,4.462082188644688,4.749207672455482,4.947407738460371,4.969915169371691,4.904868832857962,5.317462217733956
te,4.664830464320262,5.0205106181296655,4.869818560124682,4.878230178230179,5.091135508482447,4.836358780108781,4.56192201895327,4.9720316999728755,4.80363655704565,4.636325947365716,4.60831799034001,4.637129120879121,4.4145844014891615,4.302878527934022,4.599334395762967,4.436749936474201,4.448453200958648,4.554653273555713,4.421894274670978,4.5626186699103375,4.268277837981227,4.342620800401413,4.586494330499432,4.198224014547543,4.321175045700663,4.28694228174829,4.066640595632193,4.645017207169761,4.47610229276896,5.093885610380456,4.168910051438462,4.481249231249231,5.421583056747891,4.877304639804641,4.775215322871572,5.209191055857723,5.214879406307978,4.847632724418439,4.797346605940352,3.902817883175027,4.072072460636291,4.686373567952513,4.514019517068298,4.554535438519813,4.360868205868206,4.622570983147907,4.307773303085804,4.831921997755331,4.420957981927369,4.642751239690016,4.222817063888493,4.158516143720224,4.054380709992954,4.0162010325275626,4.405944593954797,4.063836040502706,4.879054539210789,4.922543177434482,4.537067842871414,4.875080572791842,4.9604825729825714,4.449608954470897,4.497076576218235,4.357919899561558,4.814310066350883,4.302174752331,4.5037588673952325,4.364250917211444,5.126578592801998,4.832797121859622,3.7335654387541175,4.450470891478607,3.9079184190295306,4.030477713170019,4.07401418026418,3.4671002325339053,2.97949668795257,3.213444425652203,3.3191443834838026,3.395749783107467,3.273290003647147,3.622776090123029,3.2913236662354954,3.993318378800072,3.52013389850393,0.0,3.5430839002267582,3.0485269165941435,3.3910825538098264,3.1833512859023054,4.252315442494014,4.162905546834118,4.448971279209301,4.191423146014982,3.559282271016963,4.303682792901544,4.8656898682946865,5.087983829036462,4.916069920417748,4.970860389610391,5.099398849942328
gon,4.556023426686692,4.521132527084907,4.590893262066731,4.598208923208924,4.689459095326441,4.675824715408049,4.529944534632033,4.482429507429506,4.419049258821987,4.378857996463631,4.503663881470006,4.514424001924002,4.277571062094872,4.590812908265739,4.488947928488744,4.346506416037667,4.404899524343968,4.291148417977686,4.22880164426217,4.140469407136074,4.253732990173667,4.412453164749082,4.521704684204684,4.337701218534552,4.251199099586196,4.2408231248656785,4.022744288678354,4.348271112282101,4.217817059483727,4.96297845911248,4.145588628543174,4.424811899811901,5.104769040483325,4.439430081297551,4.290260954323455,4.898267596600931,4.914101216244074,4.5010893372500504,4.463192854599105,4.281404177832749,4.195978135339836,4.195244046888784,4.061047759828248,4.243750563672439,4.130426887926888,4.455636172943867,4.324952882765381,4.676023359356693,4.241813628548322,4.375418175928379,4.214238963983861,4.199637040963571,4.158176602309255,4.161880183308753,4.32597971756135,4.090458060458062,4.570938552188553,4.552916608351392,4.440967911057196,4.518162510416031,4.595592571679527,4.559465874261793,4.611636436126231,4.62518952136299,4.588690249659638,4.17375398906649,4.334063032926669,4.303616850985272,4.763990589788461,4.93876118094868,4.08275000680661,4.873817439391208,3.8941225441225447,3.97797779143933,4.501667776667777,3.4975140788916295,3.545040730244813,3.8220318230522325,3.6269357760630605,3.6693326685262164,3.25564724391255,3.5381486227524652,3.3861752508659717,3.877961679177165,3.707593936675571,3.5430839002267582,0.0,2.859881756565428,3.2807402193765824,3.4491070154335453,3.770431609207119,3.718368819389227,4.3090473184924365,3.8261527871221763,3.7428008499437073,4.346888094544344,4.565323624366178,4.604026499815973,4.416099238925326,4.401310404571275,4.685081404103143
kff,4.76333261409792,4.990256965256966,4.757232336824174,4.767760617760618,5.082344271374883,4.829386123136122,4.791617063492063,4.789831714831715,4.641760596306051,4.637220291445643,4.475178574593339,4.545725339475338,4.654248793534508,4.6055023592759445,4.669947541121012,4.519621047355424,4.632251938733421,4.553950216450217,4.344292695608485,4.447766508183175,4.354652644906881,4.6063960557582995,4.678641907978642,4.411394778061444,4.435632840874776,4.684926539181858,4.237779329949659,4.58933706708432,4.664505247838582,5.169012688342584,4.306583725617818,4.455396817896817,5.323129068733464,4.742400771918844,4.720771329365079,5.260996472663139,5.072914862914863,4.854766364587794,4.726747225575351,4.256936824198728,4.537694515886004,4.62400830163988,4.427057021569218,4.597785330988454,4.219522884522884,4.475910414371955,4.094327778702778,4.838631646131647,4.481477337854891,4.516030766285868,4.407536171311681,4.311367657286025,4.105376879356472,4.1852051010214275,4.488901008288765,4.400666247332914,4.757945960289711,4.61308474134561,4.432766142587572,4.673334841996813,4.628785827698871,4.650950806563049,4.5793828620359225,4.639226703002212,4.755400750043606,4.0658080114330115,4.477228957910778,4.448242839032313,5.03648059977847,4.82918216043216,4.198810937490181,4.714648608115339,4.207566096454985,3.9347452049375127,4.331619075369076,3.50761995440867,3.44494095756851,3.7325613403869706,3.5992722979967873,3.455766547037894,3.3321757749053664,3.74010634556853,3.4448839247808336,4.052823107264886,3.5793321474443927,3.0485269165941435,2.859881756565428,0.0,3.3223748473748484,3.345771051510845,4.147484573249878,4.090054276788971,4.427778332273481,4.058890259400463,3.779939632363102,4.3810644390331905,4.7808893086818625,5.044511190563823,4.912246992138296,4.718943978726591,5.137003576134012
kxv,4.453419156600975,4.778131882737145,4.700689613416886,4.730281385281384,4.740727252545435,4.675988142292489,4.5261808367071525,4.452015496580715,4.362351405208549,4.3993005010862145,4.2575573921028464,4.484268209268209,4.3107705786277215,4.454034953142096,4.358317440135623,4.207941441274775,4.2318867893336,4.3278449092278874,4.167606065432152,4.026593429718431,4.037795152378486,4.362738927738928,4.398214613669159,4.1405570788549495,4.157686141019474,4.342725473759957,3.9261205141012834,4.433230144341255,4.2859788359788356,5.008250032795487,4.089346657615886,4.284840344840344,5.010872732931557,4.563264050764052,4.489549218897046,5.117035308441559,4.610540385540385,4.255201819785153,4.436234187623076,3.790216946795894,4.1602895047339485,4.499124423556242,4.0807823129251695,4.203034903692799,4.53097643097643,4.275821136535423,4.194776778776779,4.473302068302069,4.166961119688392,4.385553234644144,4.187033118396755,4.209121282757646,4.069057659512204,3.9038149729058818,4.30066181293454,4.0063484663484665,4.611976231315854,4.606540165261097,4.3623250881063385,4.633887107724316,4.751220538720539,3.9558653467744382,4.182351461669643,4.1391510005146355,4.363947971220697,3.9038991255657924,4.055605094493983,4.120181207681208,4.9063036092447865,4.91833851911977,3.6529889951318517,4.540823208130901,3.5942212301587304,3.453831429341634,3.9949267107161837,3.5480037639128543,3.287744982290438,3.73921522921523,3.4350787091696184,3.5470604343245853,3.236776758594941,3.187740242838751,3.397022576189243,3.924356022765113,3.7090766304402685,3.3910825538098264,3.2807402193765824,3.3223748473748484,0.0,3.2399417249417257,4.1370506261415345,3.503374605192787,4.074674813808801,3.8486090172453813,3.207328530055802,4.332228339293557,4.838625828903608,4.536456011936781,4.565517241379308,4.540071413629105,4.596594516594518
kfb,4.523946410065858,4.630866488009346,4.538186544181441,4.8564085314085315,4.838540569407917,4.8390074431741095,4.3316197691197695,4.735466410466411,4.469222549336185,4.521497418856574,4.547253511794327,4.56428626928627,4.125979531931913,4.577322187616304,4.497157169561131,4.235919635919637,4.333914576507169,4.336611153074568,4.242329180322602,4.199368895447326,4.24381329593194,4.450395267997308,4.395284325851554,4.24614686149,4.300390559261526,4.3538498735307245,4.194018883848094,4.416899355742791,4.209045892379226,4.8943998794817505,4.197910045428428,4.224537287037287,5.1891138318336125,4.5722696981733115,4.534050584831835,4.881520763187429,4.8276778776778775,4.662706143063285,4.478461295648797,4.2690585869157305,4.33239798027032,4.336060266487897,4.55609681646267,4.291574939817128,4.100679413179413,4.148208694899871,3.977018698893698,4.683516113516114,4.265913351687661,4.38694114842074,4.24925079172528,4.320798272689027,4.130975303041629,4.081199437817086,4.365730669557198,4.110171156004489,4.406430953305954,4.563445408905767,4.304151574674159,4.59541233414473,4.914904374894786,4.39594907643377,4.553451133244367,4.623000139554921,4.614753104038819,4.277321185758687,4.354645480781843,4.276528953502638,4.97119262238943,4.941736099548599,4.188545730998562,4.8614505940325605,4.071308629641963,3.8239098330444485,4.411307442557442,3.8804226385859026,3.7442319302013187,3.811723065016883,3.7229110033956982,3.759012239254173,3.5816885362203497,3.7964662627323755,3.630715420284858,3.9173665436870717,3.6689687053554967,3.1833512859023054,3.4491070154335453,3.345771051510845,3.2399417249417257,0.0,4.075909181521427,3.735033560543765,4.1199749999804265,3.9506726700004013,3.765603480644234,4.440081897269397,4.496072662562026,4.871343013711434,4.786336972206538,4.702270374552982,4.980219961198221
pci,4.597525178902732,4.5001740763645515,4.383268545513445,4.150868725868727,4.194181243926144,4.168637766554433,4.302752976190476,4.316926991926992,4.2199527744982275,4.2502850435949036,4.78461277951074,4.764836459836461,4.479906425144521,5.1864981978189535,4.8590789879055185,4.594917553511304,4.624143106550513,4.467576901418365,4.5062998405103665,4.512957875457875,4.716977890282975,4.934004289361431,4.8836374509843905,4.6941257816257815,4.705229328616426,4.701983477515394,4.716359037787609,4.498687820116393,4.44647266313933,4.584060784576249,4.872024881683971,4.3706811206811205,4.793655154369439,4.236556616074688,4.345581761988012,4.569488536155202,4.7047052154195015,4.353720238095237,4.499714030182781,4.6588927827023054,5.0024600104387345,4.592550979722032,4.535916657867878,4.557025049603175,4.532817460317459,4.423330373330373,4.2075772607022595,4.7534247234247236,4.344090631590632,4.402975086138349,4.2975805373764535,4.440617177606975,4.584600008834702,4.559073607798096,4.444335851223604,4.832758537758538,4.099293530543532,4.4687950937950935,4.51886144609359,4.355510334735687,4.554865424430642,5.127166597574762,5.138498972682647,5.103758429778839,4.956662385233813,4.810555416805416,4.469735567462841,4.784311156679576,4.584540311933931,4.825629867817367,4.52853671485747,5.626500958058334,4.546429907541019,4.292515355015356,4.625457875457875,4.407944011770543,4.280797405542304,4.4053726602196,4.560929320112995,4.395041368428464,4.2901879299838495,4.351219482964681,4.129102712865601,4.1446258106972405,4.375815171223337,4.252315442494014,3.770431609207119,4.147484573249878,4.1370506261415345,4.075909181521427,0.0,3.4522672055835333,4.240653132663441,4.376754339764544,4.407322411148942,4.837357503607503,4.879214993044781,4.394933166248956,4.159782608695653,4.213147239234196,3.988855950812471
gdb,4.324356171039843,4.48063858540049,4.478680758017493,4.5580759330759335,4.55054775156816,4.544511584094916,4.2711253156565645,4.435653835653836,4.476821242730335,4.429162347824319,4.3818436523793665,4.487395197395199,4.240901074234408,4.659978229317852,4.644950797501818,4.397292117604617,4.396081833118869,4.430787234445769,4.17398526181421,4.354057439474106,4.443098474030678,4.515350890605993,4.45719685643155,4.139245846745845,4.348126186835864,4.368578938791704,4.244419621892149,4.417345109103352,4.138949013949014,4.893634143634145,4.307919952522225,4.225985238485238,4.95244575326993,4.324799196787148,4.37508906024531,4.7168430335097,4.792800453514739,4.546919449598021,4.459201764670513,4.152496004876958,4.514013704971153,4.63865845411898,4.765340689121177,4.314624481421356,4.773386243386244,4.328384898577205,4.071430132367634,4.662579642579642,4.32144776991716,4.367017279772382,4.277118488087876,4.305018535885881,4.241848344399365,4.223179003536146,4.3004593762246826,4.433477448477449,4.414898296148297,4.427857408292191,4.335851499690785,4.402585989909935,4.839757042474434,4.730992929972521,4.673771579894028,4.580981093736198,4.486448273948273,4.521718385780887,4.330527679391316,4.353590415432518,4.851539329464862,4.932747865560366,4.412336510449718,5.011053109003928,4.102029452029452,3.8065138565138565,4.361640075610665,4.132281083429042,4.1272285254428125,4.244751733527244,4.151448764566379,4.135686117944183,3.937162922111901,4.030943963806317,3.8254271215611437,3.9643536202359733,3.9921230413577353,4.162905546834118,3.718368819389227,4.090054276788971,3.503374605192787,3.735033560543765,3.4522672055835333,0.0,4.134769853318976,4.195716386787817,3.987041275051479,4.550426795426794,4.688297783776508,4.69471916971917,4.564137492941842,4.511174694870346,4.626043823326434
